<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.07	1815.750	1868.574	1812.403	1864.361	453998	0	200
2021.11.14	1866.804	1877.067	1842.813	1846.196	443365	0	200
2021.11.21	1842.207	1849.046	1778.150	1787.433	468197	0	200
2021.11.28	1788.597	1808.561	1761.841	1783.414	580502	0	200
2021.12.05	1782.102	1793.061	1770.069	1782.805	387457	0	200
2021.12.12	1782.732	1814.191	1753.053	1798.064	402343	0	200
2021.12.19	1800.610	1810.687	1784.748	1808.451	262150	0	200
2021.12.26	1806.207	1828.722	1789.212	1827.615	298738	0	200
2022.01.02	1830.615	1831.730	1782.289	1796.899	420718	0	200
2022.01.09	1794.898	1829.045	1790.033	1817.639	382865	0	200
2022.01.16	1817.663	1847.796	1805.730	1834.664	386034	0	200
2022.01.23	1833.144	1853.785	1780.165	1791.634	494913	0	200
2022.01.30	1789.345	1814.862	1785.425	1807.732	421487	0	200
2022.02.06	1808.436	1865.332	1807.877	1858.955	440969	0	200
2022.02.13	1855.638	1902.395	1844.121	1897.807	509828	0	200
2022.02.20	1903.076	1974.331	1877.772	1889.003	665901	0	200
2022.02.27	1920.950	1970.844	1890.826	1970.317	724773	0	200
2022.03.06	1981.416	2070.292	1958.366	1988.214	1183482	0	200
2022.03.13	1980.342	1983.847	1894.750	1921.271	678905	0	200
2022.03.20	1925.067	1966.151	1910.378	1958.248	517584	0	200
2022.03.27	1955.588	1958.405	1890.113	1924.495	599244	0	200
2022.04.03	1924.673	1948.146	1914.737	1947.868	523373	0	200
2022.04.10	1948.292	1981.532	1939.925	1973.111	425323	0	200
2022.04.17	1972.910	1998.178	1926.267	1931.500	565711	0	200
2022.04.24	1932.305	1934.435	1871.900	1896.720	622448	0	200
2022.05.01	1899.389	1909.551	1850.192	1883.631	588398	0	200
2022.05.08	1883.561	1885.697	1798.810	1811.491	618617	0	200
2022.05.15	1813.943	1849.365	1786.381	1846.487	516328	0	200
2022.05.22	1848.976	1869.656	1840.804	1853.024	415238	0	200
2022.05.29	1852.618	1873.967	1828.429	1850.960	406336	0	200
2022.06.05	1850.955	1875.847	1825.079	1871.532	427418	0	200
2022.06.12	1878.070	1878.832	1805.064	1840.248	658221	0	200
2022.06.19	1836.197	1847.815	1816.879	1827.100	458724	0	200
2022.06.26	1836.268	1840.818	1784.473	1809.341	476916	0	200
2022.07.03	1810.342	1814.091	1732.221	1742.249	477294	0	200
2022.07.10	1741.119	1745.318	1697.565	1707.440	535930	0	200
2022.07.17	1706.571	1739.229	1680.811	1727.469	465956	0	200
2022.07.24	1726.250	1767.905	1711.358	1766.178	469997	0	200
2022.07.31	1765.356	1794.882	1754.321	1775.628	482314	0	200
2022.08.07	1773.369	1807.831	1771.119	1801.884	402284	0	200
2022.08.14	1801.505	1801.765	1745.490	1747.376	410248	0	200
2022.08.21	1745.586	1765.437	1727.749	1737.998	431633	0	200
2022.08.28	1734.774	1745.407	1688.723	1712.532	462652	0	200
2022.09.04	1711.024	1729.336	1691.358	1717.186	439189	0	200
2022.09.11	1718.402	1735.081	1654.095	1675.286	509497	0	200
2022.09.18	1674.412	1688.033	1639.714	1643.877	574625	0	200
2022.09.25	1643.172	1675.424	1614.427	1660.963	672191	0	200
2022.10.02	1664.009	1729.469	1659.578	1695.001	594464	0	200
2022.10.09	1696.236	1699.857	1640.123	1644.267	625642	0	200
2022.10.16	1646.163	1668.389	1616.856	1657.806	572530	0	200
2022.10.23	1659.975	1674.834	1637.811	1644.628	595846	0	200
2022.10.30	1643.727	1681.665	1616.624	1680.966	586163	0	200
2022.11.06	1675.168	1772.822	1664.665	1771.096	626465	0	200
2022.11.13	1763.488	1786.472	1747.487	1750.852	599742	0	200
2022.11.20	1751.196	1761.120	1726.349	1755.969	436494	0	200
2022.11.27	1753.479	1804.439	1739.601	1797.945	563764	0	200
2022.12.04	1795.131	1809.868	1765.756	1797.425	498546	0	200
2022.12.11	1795.942	1824.450	1773.434	1793.062	563895	0	200
2022.12.18	1792.453	1823.760	1783.783	1798.469	485696	0	200
2022.12.25	1799.575	1833.269	1796.946	1823.510	351953	0	200
2023.01.01	1826.216	1869.783	1823.998	1865.989	486141	0	200
2023.01.08	1866.736	1921.854	1866.716	1920.251	561280	0	200
2023.01.15	1919.066	1937.383	1896.559	1925.883	516005	0	200
2023.01.22	1924.243	1949.116	1911.296	1928.265	522145	0	200
2023.01.29	1926.746	1959.639	1861.424	1865.705	639202	0	0
2023.02.05	1864.169	1890.170	1852.744	1865.314	586009	0	200
2023.02.12	1863.970	1870.322	1818.861	1842.499	591507	0	200
2023.02.19	1841.163	1847.390	1808.900	1810.778	456962	0	200
2023.02.26	1811.892	1856.278	1804.393	1855.265	476725	0	200
2023.03.05	1853.694	1870.031	1809.372	1867.109	525534	0	200
2023.03.12	1883.412	1988.311	1871.496	1988.129	888189	0	200
2023.03.19	1985.925	2009.668	1934.057	1978.777	822645	0	200
2023.03.26	1976.400	1987.544	1943.944	1969.376	532133	0	200
2023.04.02	1966.275	2032.046	1949.542	2007.761	459143	0	200
2023.04.09	1997.006	2048.597	1981.436	2004.252	550068	0	200
2023.04.16	2001.207	2014.998	1969.176	1982.886	553108	0	200
2023.04.23	1982.082	2009.322	1974.016	1989.376	599027	0	200
2023.04.30	1989.602	2079.817	1977.054	2016.650	689437	0	200
2023.05.07	2016.428	2048.145	2000.895	2010.912	545514	0	200
2023.05.14	2008.664	2022.083	1951.937	1977.703	511295	0	200
2023.05.21	1978.005	1985.101	1936.576	1946.834	549103	0	200
2023.05.28	1943.265	1983.332	1932.042	1948.029	483454	0	200
2023.06.04	1947.366	1972.771	1938.048	1960.640	466931	0	200
2023.06.11	1959.592	1970.599	1924.838	1957.441	502768	0	200
2023.06.18	1958.500	1958.711	1910.091	1921.192	461611	0	200
2023.06.25	1922.951	1933.280	1892.900	1919.333	459043	0	200
2023.07.02	1918.552	1934.845	1902.568	1925.339	420352	0	200
2023.07.09	1925.288	1963.671	1912.299	1955.224	444483	0	200
2023.07.16	1954.975	1987.421	1945.753	1961.851	444220	0	200
2023.07.23	1962.228	1982.133	1942.018	1959.184	480400	0	200
2023.07.30	1959.875	1972.326	1925.221	1942.483	449342	0	200
2023.08.06	1942.559	1946.648	1910.558	1913.786	395149	0	200
2023.08.13	1913.666	1916.156	1884.996	1889.529	402355	0	200
2023.08.20	1889.357	1923.147	1884.547	1914.321	395093	0	200
2023.08.27	1915.974	1952.801	1912.694	1939.704	365887	0	200
2023.09.03	1939.987	1946.232	1915.243	1918.973	324894	0	200
2023.09.10	1919.621	1930.470	1900.968	1923.831	381752	0	200
2023.09.17	1924.077	1947.361	1913.841	1925.231	363437	0	200
2023.09.24	1926.118	1927.147	1846.282	1848.796	398794	0	200
2023.10.01	1847.284	1848.885	1810.402	1831.900	493222	0	200
2023.10.08	1853.390	1932.593	1844.161	1932.217	458064	0	200
2023.10.15	1927.521	1997.115	1908.144	1980.751	530850	0	200
2023.10.22	1972.732	2009.327	1953.444	2006.048	520478	0	200
2023.10.29	2002.954	2007.849	1969.830	1992.517	493601	0	200
2023.11.05	1991.419	1993.042	1932.898	1938.354	447004	0	200
2023.11.12	1941.002	1993.421	1921.370	1980.631	434969	0	199
2023.11.19	1977.456	2007.497	1965.418	2002.207	417191	0	199
2023.11.26	2000.891	2075.277	2000.483	2071.613	515279	0	199
2023.12.03	2074.341	2144.501	1994.547	2004.338	688203	0	199
2023.12.10	2005.584	2047.909	1973.033	2019.491	598793	0	199
2023.12.17	2019.802	2070.612	2015.893	2053.095	498685	0	199
2023.12.24	2057.319	2088.447	2053.147	2062.838	342768	0	199
2023.12.31	2064.593	2078.877	2024.389	2045.474	450308	0	199
2024.01.07	2044.635	2062.284	2013.209	2049.032	577908	0	199
2024.01.14	2048.130	2058.626	2001.763	2029.452	517390	0	199
2024.01.21	2028.529	2037.899	2009.392	2018.469	483030	0	199
2024.01.28	2023.424	2065.458	2019.282	2039.609	549690	0	199
2024.02.04	2041.781	2044.517	2014.818	2024.192	447793	0	199
2024.02.11	2026.346	2032.799	1984.121	2013.269	447780	0	199
2024.02.18	2012.706	2041.348	1997.784	2035.524	404548	0	199
2024.02.25	2033.240	2088.309	2024.467	2083.315	423859	0	199
2024.03.03	2082.522	2195.115	2079.418	2178.502	607154	0	199
2024.03.10	2179.559	2189.010	2150.484	2155.698	542599	0	199
2024.03.17	2153.279	2212.563	2146.066	2165.348	579520	0	199
2024.03.24	2166.313	2236.293	2163.412	2232.586	449556	0	199
2024.03.31	2239.784	2330.526	2228.457	2329.355	761740	0	199
2024.04.07	2327.315	2431.527	2302.862	2344.382	1148737	0	199
2024.04.14	2369.105	2417.905	2324.114	2390.677	1119416	0	199
2024.04.21	2384.011	2388.596	2291.321	2337.792	888942	0	199
2024.04.28	2333.884	2346.718	2277.089	2301.626	814133	0	199
2024.05.05	2302.321	2378.476	2291.769	2360.449	677094	0	199
2024.05.12	2361.401	2422.741	2332.065	2413.939	702644	0	199
2024.05.19	2425.202	2450.026	2325.351	2333.782	874716	0	199
2024.05.26	2335.785	2364.082	2320.525	2327.192	688964	0	199
2024.06.02	2328.496	2387.702	2286.723	2293.798	770088	0	199
2024.06.09	2290.432	2341.629	2287.700	2332.825	706040	0	199
2024.06.16	2331.087	2368.743	2306.533	2321.501	571701	0	199
2024.06.23	2321.110	2339.809	2293.559	2326.638	594554	0	199
2024.06.30	2322.849	2392.941	2318.438	2391.567	549903	0	199
2024.07.07	2389.583	2424.538	2349.345	2411.399	630912	0	199
2024.07.14	2411.336	2483.739	2393.756	2400.450	784141	0	162
2024.07.21	2403.682	2431.954	2353.086	2387.114	791320	0	179
2024.07.28	2387.944	2477.722	2369.523	2441.892	951799	0	179
2024.08.04	2441.007	2458.836	2364.267	2430.805	1121409	0	179
2024.08.11	2428.360	2509.783	2423.825	2507.820	778591	0	169
2024.08.18	2506.304	2531.668	2470.801	2512.357	795291	0	179
2024.08.25	2512.067	2529.062	2493.498	2503.342	785198	0	159
2024.09.01	2502.485	2529.204	2471.868	2497.524	866156	0	159
2024.09.08	2497.037	2586.120	2485.503	2579.067	876034	0	159
2024.09.15	2578.456	2625.754	2546.828	2622.098	960915	0	159
2024.09.22	2620.944	2685.611	2613.799	2657.983	991488	0	159
2024.09.29	2661.714	2673.197	2624.679	2653.489	974710	0	159
2024.10.06	2651.575	2661.462	2602.260	2656.836	948157	0	159
2024.10.13	2650.086	2722.633	2637.975	2721.778	890573	0	159
2024.10.20	2723.092	2758.508	2708.604	2747.023	938251	0	159
2024.10.27	2733.443	2790.091	2724.671	2736.690	912853	0	159
2024.11.03	2732.846	2749.917	2643.208	2684.758	1139391	0	159
2024.11.10	2683.161	2686.141	2536.747	2562.969	1122402	0	159
2024.11.17	2568.027	2715.662	2568.027	2715.573	964005	0	159
2024.11.24	2711.186	2721.437	2605.119	2655.162	1024954	0	159
2024.12.01	2649.036	2657.147	2612.931	2632.914	982765	0	159
2024.12.08	2642.990	2726.206	2634.553	2648.392	683653	0	145
2024.12.15	2649.414	2664.447	2583.297	2622.841	854305	0	64
2024.12.22	2623.329	2639.151	2608.078	2621.623	483118	0	64
2024.12.29	2621.977	2665.214	2596.042	2640.370	566021	0	159
2025.01.05	2639.644	2698.026	2614.426	2689.565	942103	0	159
2025.01.12	2689.769	2724.740	2656.768	2702.879	1101243	0	159
2025.01.19	2702.629	2786.013	2689.397	2771.079	996462	0	159
2025.01.26	2765.650	2817.244	2730.478	2799.348	1250255	0	159
2025.02.02	2801.018	2886.751	2772.154	2860.969	1596039	0	159
2025.02.09	2861.376	2942.624	2860.099	2882.809	1418034	0	159
2025.02.16	2893.643	2954.975	2878.430	2936.453	948413	0	159
2025.02.23	2939.411	2956.181	2832.578	2858.242	1164231	0	159
2025.03.02	2873.619	2930.458	2858.830	2911.256	1214202	0	159
2025.03.09	2912.347	3004.895	2880.093	2986.370	1072429	0	159
2025.03.16	2987.601	3057.459	2982.158	3023.493	900153	0	159
2025.03.23	3023.441	3086.831	3002.465	3085.146	909194	0	159
2025.03.30	3092.531	3167.792	3015.556	3038.506	1898536	0	159
2025.04.06	3028.686	3245.436	2956.302	3237.519	2266659	0	159
2025.04.13	3220.460	3357.758	3193.552	3327.671	1074931	0	159
2025.04.20	3331.849	3500.033	3260.042	3318.726	2032385	0	159
2025.04.27	3325.640	3353.021	3201.862	3240.947	1488178	0	159
2025.05.04	3238.490	3435.016	3237.490	3326.805	1671375	0	159
2025.05.11	3282.238	3292.619	3120.649	3202.159	1630455	0	159
2025.05.18	3214.226	3365.930	3204.535	3356.285	1461470	0	159
2025.05.25	3352.093	3356.859	3245.432	3289.665	1216520	0	159
2025.06.01	3303.113	3403.592	3299.873	3311.702	1280459	0	159
2025.06.08	3317.819	3446.755	3293.453	3433.521	1336753	0	159
2025.06.15	3440.955	3451.259	3340.345	3368.618	1184051	0	160
2025.06.22	3384.117	3393.506	3255.836	3274.598	1136618	0	160
2025.06.29	3272.488	3365.752	3247.921	3335.070	854055	0	160
2025.07.06	3341.408	3368.753	3282.626	3355.105	939577	0	160
2025.07.13	3361.295	3377.550	3309.883	3350.395	909750	0	160
2025.07.20	3348.767	3438.921	3324.928	3336.869	885984	0	160
2025.07.27	3329.144	3363.566	3268.034	3363.119	993772	0	160
2025.08.03	3364.339	3409.019	3345.006	3398.564	1076808	0	160
2025.08.10	3400.578	3401.819	3329.838	3335.213	910072	0	160
2025.08.17	3334.569	3378.869	3311.476	3372.299	711667	0	160
2025.08.24	3368.744	3453.924	3351.238	3448.035	688793	0	160
2025.08.31	3445.866	3600.076	3437.028	3586.597	1130428	0	160
2025.09.07	3591.856	3674.544	3579.577	3643.484	1074504	0	160
2025.09.14	3644.610	3707.447	3626.541	3684.861	1078282	0	160
2025.09.21	3687.969	3791.127	3683.776	3761.041	1265042	0	160
2025.09.28	3764.718	3897.154	3763.322	3887.045	1593195	0	160
2025.10.05	3888.624	4059.321	3884.034	4010.399	2198416	0	160
2025.10.12	4014.463	4380.049	4008.645	4250.936	3065595	0	160
2025.10.19	4264.629	4381.617	4004.185	4113.082	3585699	0	160
2025.10.26	4083.589	4109.193	3886.540	4001.621	2712934	0	160
2025.11.02	3990.719	4030.674	3928.810	4001.422	1758630	0	160
2025.11.09	4004.876	4245.332	4004.042	4084.620	2107988	0	160
2025.11.16	4083.755	4132.686	3998.037	4066.113	2640933	0	160
2025.11.23	4072.469	4226.479	4039.842	4219.179	1601691	0	160
2025.11.30	4219.887	4264.562	4163.566	4198.522	1970049	0	160
2025.12.07	4202.426	4353.570	4170.097	4300.983	2061624	0	160
2025.12.14	4300.525	4374.641	4271.602	4339.365	1882111	0	160
2025.12.21	4340.929	4550.224	4339.944	4532.578	1453739	0	160
2025.12.28	4546.214	4548.500	4274.379	4331.759	2013022	0	160
2026.01.04	4353.486	4517.180	4349.852	4509.075	2078477	0	160
2026.01.11	4517.918	4643.189	4517.918	4596.588	2261707	0	160
2026.01.18	4655.358	4989.804	4653.138	4988.337	2393785	0	160
2026.01.25	5019.847	5595.321	4682.526	4891.544	6304907	0	160
2026.02.01	4793.519	5091.872	4402.065	4968.204	4086115	0	160
2026.02.08	4967.733	5119.271	4878.401	5042.635	1606868	0	160
2026.02.15	5026.790	5108.206	4841.029	5105.788	1113946	0	160
2026.02.22	5111.774	5281.384	5093.199	5279.159	1203164	0	240
2026.03.01	5319.152	5419.091	4995.748	5174.204	2198716	0	240
2026.03.08	5178.932	5238.573	5009.577	5021.074	1319687	0	240
2026.03.15	5016.992	5044.531	4477.064	4497.486	2150186	0	160
2026.03.22	4477.889	4602.542	4098.363	4495.434	5633499	0	260
2026.03.29	4511.584	4800.345	4418.380	4675.333	2044077	0	280
